ID,Title,Rate,URL,Directors,Casts,Star,Cover,Cover_X,Cover_Y
26656866,天堂奇迹,7.4,https://movie.douban.com/subject/26656866/,['派翠西亚·里根'],"['詹妮弗·加纳', '凯莱·罗杰斯', '马丁·亨德森', '约翰·卡洛·林奇', '欧赫尼奥·德尔维斯']",35,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2288660767.jpg,1382,2048
26728682,十年带球跑,6.9,https://movie.douban.com/subject/26728682/,['本·A·威廉姆斯'],"['拉塞尔·托维', '阿琳泽·科纳', '莉莎·麦格里利斯', '尼克·迈瑞莱格伦', '罗瑞·J·塞帕']",35,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2457839025.jpg,600,889
26312147,进化岛,5.8,https://movie.douban.com/subject/26312147/,['露西尔·哈兹哈利罗维克'],"['罗珊妮·杜兰', '茱莉-玛丽·帕芒提耶', '尼西姆·勒纳尔']",30,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2337191325.jpg,2481,3508
26745936,偶像性丑闻,3.9,https://movie.douban.com/subject/26745936/,['야마삐'],['주희'],20,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2362335118.jpg,408,544
26745090,奇侠,6.1,https://movie.douban.com/subject/26745090/,['马翔 Xiang Ma'],"['韩超', '曾惜', '张冬', '黄伟国', '许京川']",30,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2324483034.jpg,600,839
26700894,哑孩儿,5.5,https://movie.douban.com/subject/26700894/,['杨易之'],"['午马', '孙桂田', '谢孟伟', '常若熙', '陈佳阳']",30,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2310856755.jpg,1000,1500
26745173,决不饶恕,4.3,https://movie.douban.com/subject/26745173/,['孙铁'],"['巫刚', '刘斌']",20,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2324513482.jpg,5433,7792
26762935,《原力觉醒》的秘密：电影之旅,8.0,https://movie.douban.com/subject/26762935/,['劳伦·布罗泽'],"['J·J·艾布拉姆斯', '约翰·博耶加', '布莱恩·伯克', '瑞克·卡特', '格温多兰·克里斯蒂']",40,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2338071411.jpg,620,926
26834005,治愈之岛,6.7,https://movie.douban.com/subject/26834005/,[],['杨洋'],35,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2365820284.jpg,640,960
26760436,民营科搜研 桐野真衣的凶案鉴定,5.5,https://movie.douban.com/subject/26760436/,['村松弘之'],"['国仲涼子', '細川茂樹', '山口紗弥加', '今井雅之', '浜田学']",30,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2327532362.jpg,566,800
