ID,Name,Rating,1stWk Box,Total Box
451,加勒比海盗4：惊涛怪浪,,15109,46425
28,金陵十三钗,8.2,14360,59224
301,建党伟业,7.0,36,11251
916,哈利·波特与死亡圣器（下）,9.0,19160,40245
27,龙门飞甲,7.7,13423,53971
347,失恋33天,8.2,15301,32044
151,蓝精灵,8.2,9159,25238
364,速度与激情5,9.2,6832,25216
783,洛杉矶之战,7.4,7816,22597
186,新少林寺,7.6,11033,21252
308,窃听风云2,7.9,7925,20872
217,将爱情进行到底,7.2,4393,19359
341928,武林外传,,8143,18649
754,猩球崛起,8.6,5909,18425
48,武侠,7.3,9960,17018
220,白蛇传说,6.1,6135,18003
222,最强囍事,6.7,8047,16715
182,让子弹飞,8.4,47381,63675
195,关云长,5.2,10476,15739
240,画壁,6.9,4613,14985
51236,倩女幽魂,7.4,7293,14093
1,鸿门宴传奇,7.5,7304,13965
471,喜羊羊与灰太狼之兔年顶呱呱,7.5,5536,13897
192,里约大冒险,,2288,13978
415,青蜂侠,7.4,8224,13817
57020,致命伴旅,7.6,1951,13591
3,非诚勿扰2,7.5,32857,45607
29933,纳尼亚传奇3：黎明踏浪号,8.0,4572,12253
419,铁甲钢拳,8.6,4249,13121
169,丁丁历险记,8.0,5510,12073
407,创：战纪,7.8,6341,11847
52945,关键第四号,7.3,2550,11598
59306,财神客栈,7.0,5392,10236
46816,夺命深渊,7.1,2421,10379
430,雷神,8.3,2343,9781
214,单身男女,7.7,3583,9522
66216,孤岛惊魂,6.3,2569,8901
360,杨善洲,4.5,299,8320
59305,战国,3.6,4752,7599
68836,东成西就2011,5.9,4770,7497
831,赛车总动员2,8.2,4282,7502
177,惊天战神,6.1,3047,7362
32,亲密敌人,7.0,4038,11029
373,观音山,7.3,2506,6994
40499,源代码,8.5,4225,6779
78572,飞天,3.0,36,6572
60710,我知女人心,7.1,2854,6535
625,美国队长,8.4,3077,6871
61482,动物总动员,6.2,1801,6343
767,绿灯侠,7.4,3336,6318
46,最爱,7.5,3370,5825
711,天际浩劫,7.0,1880,5714
304,全球热恋,7.5,2875,5818
200,神奇侠侣,6.5,2371,5052
45336,美少女特攻队,5.9,2199,4630
61704,熊猫总动员,3.1,2692,4563
735,永无止境,8.2,2000,4500
54491,狂暴飞车,5.5,1836,4905
572,赛尔号大电影之寻找凤凰神兽,7.4,2825,4397
66031,大武生,7.0,2265,4247
61356,辛亥革命,5.9,464,5005
170,女巫季节,6.6,1395,3804
1017,驱魔者,5.6,1886,3600
31,倾城之泪,7.5,2412,4397
60352,杨门女将之军令如山,3.2,2111,3488
236,雪花秘扇,6.9,1768,3459
66033,寻龙夺宝,3.5,1677,3211
185,赤焰战场,8.2,1233,3142
493,假装情侣,7.3,1370,3090
33622,战略特勤组,7.7,545,2961
244,幸福额度,7.5,1374,2907
53834,宇宙英雄之超银河传说,6.7,1404,2897
65427,我爱HK 开心万岁,7.0,1063,2891
78563,名侦探柯南：沉默的15分钟,8.1,1778,2768
630,洛克王国之圣龙骑士,8.0,1005,2707
168,海洋,9.0,215,2675
411,B+侦探,6.9,1071,2502
52736,危情三日,7.8,981,2339
45,硬汉2：奉陪到底,6.4,953,2326
44,整编特工,6.4,1466,2324
55044,刀见笑,5.5,1256,2231
68022,无价之宝,3.4,855,2190
616,终极快递,6.6,862,2116
78567,巴黎宝贝,6.0,1022,2115
41,深海之战,5.5,1535,2104
26,开心魔法,4.7,964,2003
59653,不再让你孤单,6.7,701,1997
350,郭明义,2.6,暂无,1904
60263,守望者：罪恶迷途,6.4,1062,1781
33930,魔法奇幻秀,6.9,729,1768
694,摩尔庄园冰世纪,5.1,1039,1738
61749,夺命心跳,4.8,854,1613
78884,五月天追梦,7.2,300,2326
760,兔侠传奇,5.2,1197,1558
28237,激战运钞车,6.7,1011,1538
436,丛林有情狼,7.6,729,1509
245,密室之不可靠岸,6.5,840,1499
67301,B区32号,2.3,707,1486
70798,床下有人,6.2,668,1482
223,星空,8.1,980,1506
65132,隐婚男女,5.4,802,1402
69728,超能游戏者,5.1,650,1393
43,三傻大闹宝莱坞,9.1,742,1398
461,精英部队2：大敌当前,7.3,914,1291
78571,肩上蝶,5.2,722,1266
33,极速天使,5.1,1477,2446
49217,爱到底,5.9,766,1146
78582,大人物,4.2,537,1069
68261,致命请柬,2.5,489,1031
341590,午夜邂逅,6.8,2,4
78468,巨额交易,7.0,392,915
78570,回马枪,4.4,503,903
246,梦游,5.5,542,894
44528,一夜迷情,7.0,432,885
29,遍地狼烟,6.1,423,877
40630,迷踪：第九鹰团,6.0,404,857
68635,夜惊魂,3.5,266,836
713,午夜凶梦,6.2,567,914
58796,迷途追凶,5.6,594,805
47916,双重身份,4.0,555,775
50135,不明身份,6.7,684,767
326,孤胆特工,8.4,363,844
245879,无极限之危情速递,3.2,349,757
68890,紫宅,4.1,158,1045
65684,男得有爱,4.7,259,707
716,李献计历险记,6.9,129,822
345,戒烟不戒酒,6.1,378,691
215,一夜未了情,5.3,348,684
300,钢的琴,8.2,10,657
34,梦宅诡影,6.4,875,1782
64573,翻滚吧！阿信,8.2,350,619
49553,一路有你,5.7,222,665
50899,奇袭60阵地,7.3,343,570
665,奋斗,5.1,220,567
69055,与时尚同居,5.6,241,562
52305,歼十出击,4.2,186,532
65631,我们约会吧,4.3,156,523
65844,宅男总动员,3.3,227,509
69284,水落石出,2.2,239,505
72114,追爱,6.3,261,490
70341,像小强一样活着,5.5,139,463
61625,万有引力,7.0,294,439
69923,夏日乐悠悠,7.7,105,432
30068,黄沙武士,5.1,368,435
266,速度与激情,6.7,4009,14453
78371,转山,7.9,229,433
25942,亚瑟3：终极对决,,162,665
459,舞力对决,7.0,284,398
695,不怕贼惦记,4.8,215,387
62237,房不剩防,5.6,277,377
914,恋爱恐慌症,8.2,213,377
68394,鸡妈鸭仔,6.6,97,354
542,爱封了,,239,352
78568,热浪球爱战,4.7,165,344
59335,前度,8.0,110,397
71678,嘿店,5.2,160,333
540,恋人絮语,6.3,暂无,374
69057,恐龙宝贝,2.7,185,326
68590,开心家族,8.5,222,322
78569,蛋炒饭,6.8,164,320
42564,黑暗终结者,3.5,262,315
46776,再吻我一次,6.8,145,307
60121,魁拔之十万火急,8.8,131,499
78573,秋之白华,6.6,77,324
63817,劳拉的星星在中国,5.1,166,301
39,深度谜案,6.9,584,1857
61670,跟踪孔令学,6.3,81,268
31529,疾速行动,5.8,55,267
37,玩命狙击,3.1,405,768
691,挪威的森林,7.1,140,276
710,敏感事件,5.8,182,229
61325,午夜心跳,3.1,1777,2117
246093,Hello！树先生,6.9,173,221
78581,囧探佳人,4.4,172,209
69545,西柏坡,2.6,13,240
931,窃听风云,8.0,8910,8836
19,赵氏孤儿,7.3,19390,18203
196,老夫子之小水虎传奇,4.8,135,176
65450,幸福卡片,5.4,117,159
61677,岁岁清明,5.9,40,155
64996,绑架冰激凌,4.6,62,189
69573,赛车传奇,3.9,96,159
65794,惊沙,5.9,37,150
78577,湘江北去,3.9,14,136
78561,夏日恋神马,4.2,104,137
246927,芳香之城传奇,7.0,119,133
67523,藏獒多吉,7.5,75,148
947,光棍终结者,4.2,100,118
30,新月魅影,2.6,93,117
256444,侠盗石川,7.4,80,108
68968,无底洞,6.6,52,115
42,婚前试爱,6.4,60,103
807,闯堂兔,4.5,31,99
78564,堵车,2.7,71,88
66425,鸡排英雄,6.8,79,92
70014,左利军,,暂无,99
71079,英雄喋血,5.6,46,88
69091,乌鲁木齐的天空,6.2,3,86
327169,功夫熊猫之师父的秘密,7.2,,
501,少年岳飞传奇,4.9,5,133
61287,蔡李佛拳,3.0,50,72
36,双人床条约,5.4,91,165
248659,失控,7.0,31,60
917,哈利·波特与死亡圣器（上),8.7,8894,21055
69214,你是哪里人,4.7,33,63
245983,大笑江湖,6.6,15094,15153
78576,谁主沉浮,4.5,暂无,63
38,2012来了,3.9,115,233
737,竞雄女侠秋瑾,6.3,42,60
450,篮球小皇帝,8.2,暂无,74
124651,大太阳,7.0,,
78575,一路惊心,5.6,44,49
78467,极速先锋,7.0,29,48
65211,幸存日,6.2,30,46
65232,我的少女时代,4.2,暂无,308
65937,炫舞天鹅,4.8,21,40
340973,云下的日子,7.0,31,41
60637,古宝奇缘,5.0,24,49
59390,守护童年,5.1,3,35
62425,无界之地,2.9,18,26
757,琴动我心,4.8,3,27
323760,蛇咒,2.1,暂无,339
1049,寻找成龙,4.3,1750,1467
52781,对岸的战争,6.9,暂无,105
78574,先驱者,2.3,1,63
795,派饭,6.0,,
770,星海,6.9,7,34
70018,北川重生,4.7,暂无,37
78303,上学路上,7.7,300,18
78631,智取威虎山,9.2,32088,88198
66395,回忆之前，忘记之后,4.6,暂无,35
32183,真水无香,5.5,暂无,29
248487,天赐,7.0,3,16
31026,重来,5.3,11,14
180,唐山大地震,8.3,64988,65009
50415,杂技小精灵,4.6,暂无,145
79146,第一书记,6.1,1565,1579
18,孔子,5.1,9896,9946
64673,替身传奇乐翻天,4.9,暂无,480
68636,甲天下,4.1,2,13
712,完美的爱,4.4,4,18
342450,特警英雄,5.0,暂无,11
78579,亲亲我,4.6,10,10
709,长江7号爱地球,5.8,1990,2001
66799,悠悠风铃声,,暂无,11
248109,西藏往事,7.0,8,12
283,葫芦兄弟,7.6,暂无,769
78580,百年情书,6.7,5,11
789,建国大业,7.9,42000,39327
67674,医生的假日,,5,52
70012,传奇将军赵尚志,3.9,暂无,16
54620,白方礼,8.2,暂无,207
65497,消失的村庄,6.9,6,8
69451,大震撼,2.1,5,10
874,名侦探柯南：漆黑的追踪者,8.4,暂无,937
811,猫头鹰王国：守卫者传奇,7.5,暂无,2998
68739,清风亭,,3,7
61781,李小龙我的兄弟,6.2,1289,1296
800,虎王归来,4.4,555,562
247377,喋血孤城,7.0,暂无,311
207,宝葫芦的秘密,6.2,暂无,71
72793,蓝色的七星湖,4.1,暂无,17
61823,西游新传,5.4,177,183
405,生化危机4：战神再生,8.2,13549,13553
163,阿童木,7.0,暂无,4660
328048,杨闇公,,,
78578,绝代-末代女土司,4.8,3,7
70013,吴大观,,,
3286,一路上有你,8.4,332,1825
78566,第一大总统,5.0,3,5
176,麦兜响当当,6.4,7520,8780
40891,波西·杰克逊与神火之盗,5.6,暂无,2934
68264,站起来,6.5,1,8
64616,功夫·咏春,5.3,705,723
69920,北角,6.1,2,9
51082,小城大爱,6.2,暂无,23
78559,郎在对门唱山歌,6.7,暂无,5
70016,守望天山,4.2,暂无,8
70010,通道转兵,2.3,2,1606
20428,日本沉没,6.2,,
248527,脊梁,7.0,暂无,11
68288,不要和他约会,3.4,,
328671,幸福的白天鹅,,,
78936,金色记忆,7.0,暂无,12
67271,黑客悲情,3.1,2,2
62438,康定情歌,5.9,972,974
341990,我和红七军,7.0,暂无,507
67648,百合,6.4,2,3
29646,火线特攻,6.3,748,751
325773,哥的传说,6.0,暂无,4
66341,犹太女孩在上海,4.1,暂无,34
